name
systemd-oomd
irq/171-iwlwifi:default_queue
irq/172-iwlwifi:queue_1
irq/173-iwlwifi:queue_2
irq/174-iwlwifi:queue_3
irq/175-iwlwifi:queue_4
irq/176-iwlwifi:queue_5
irq/177-iwlwifi:queue_6
irq/178-iwlwifi:queue_7
irq/179-iwlwifi:queue_8
irq/180-iwlwifi:queue_9
irq/181-iwlwifi:queue_10
irq/182-iwlwifi:queue_11
irq/183-iwlwifi:queue_12
irq/184-iwlwifi:exception
kworker/R-led_workqueue
nv_queue
nv_mem_pool_scrubber_queue
nv_mem_pool_scrubber_queue
nv_mem_pool_scrubber_queue
nv_queue
nv_open_q
nvidia-modeset/kthread_q
nvidia-modeset/deferred_close_kthread_q
irq/185-nvidia
nvidia
nv_queue
jbd2/sdb4-8
kworker/R-ext4-rsv-conversion
kworker/9:1H-kblockd
kworker/5:1H-kblockd
UVM global queue
UVM deferred release queue
UVM Tools Event Queue
avahi-daemon
bluetoothd
chronyd-starter
dbus-daemon
networkd-dispat
polkitd
snapd
switcheroo-control
nvidia-persistenced
thermald
udisksd
avahi-daemon
chronyd
rsyslogd
chronyd
NetworkManager
wpa_supplicant
ModemManager
run-cups-browse
run-cupsd
winbindd
accounts-daemon
wb[ERFAW-PC]
cron
systemd-logind
unattended-upgr
gdm3
rtkit-daemon
run-cups-browse
cupsd
cups-proxyd
krfcommd
colord
upowerd
power-profiles-daemon
gdm-session-worker
systemd
(sd-pam)
ffplay
dbus-daemon
pipewire
gnome-keyring-daemon
mpris-proxy
wireplumber
pipewire
pipewire-pulse
gdm-wayland-session
gnome-session-init-worker
xdg-document-portal
xdg-permission-store
fusermount3
gcr-ssh-agent
gnome-session-ctl
ssh-agent
gvfsd
gvfsd-fuse
gnome-session-service
gnome-shell
nvidia-drm/timeline-7
at-spi-bus-launcher
dbus-daemon
at-spi2-registryd
gnome-shell-calendar-server
evolution-source-registry
gjs
ibus-daemon
gsd-a11y-settings
gsd-color
gsd-datetime
gsd-housekeeping
gsd-keyboard
gsd-media-keys
gsd-power
gsd-print-notifications
gsd-rfkill
gsd-screensaver-proxy
gsd-sharing
gsd-smartcard
gsd-sound
gsd-usb-protection
gsd-wwan
evolution-alarm-notify
thunderbird-bin
update-notifier
wweb32.exe
gsd-disk-utility-notify
java
ibus-memconf
ibus-extension-gtk3
ibus-portal
gjs
gsd-printer
localsearch-3
gnome-software
xdg-desktop-portal
wineserver
xdg-desktop-portal-gnome
gvfsd-metadata
ibus-engine-simple
gvfs-udisks2-volume-monitor
gvfs-afc-volume-monitor
goa-daemon
gvfs-goa-volume-monitor
goa-identity-service
gvfs-gphoto2-volume-monitor
flatpak-session-helper
copyq
gvfs-mtp-volume-monitor
p11-kit-server
services.exe
evolution-calendar-factory
winedevice.exe
plugplay.exe
evolution-addressbook-factory
Xwayland
prompting-client-daemon
dconf-service
gvfsd-trash
crashhelper
nvidia-drm/timeline-8
gsd-xsettings
mutter-x11-frames
xdg-desktop-portal-gtk
ibus-x11
svchost.exe
explorer.exe
rpcss.exe
nvidia-drm/timeline-e
copyq
Isolated Web Co
RDD Process
snap
obexd
fwupd
cupsd
dbus
dbus
dbus
dbus
dbus
dbus
dbus
dbus
dbus
dbus
dbus
cups-browsed
user-session-helper
snapd-desktop-integration
psimon
chrome
chrome_crashpad_handler
chrome_crashpad_handler
chrome
chrome
chrome
chrome
chrome
chrome
chrome
nvidia-drm/timeline-78
chrome
nvidia-drm/timeline-79
nvidia-drm/timeline-7a
nvidia-drm/timeline-7b
chrome
chrome
chrome
chrome
chrome
chrome
telegram-desktop
nvidia-drm/timeline-91
gvfsd-recent
gvfsd-network
gvfsd-dnssd
gvfsd-wsdd
python3
uuidd
kworker/3:2-mm_percpu_wq
nautilus
nvidia-drm/timeline-1cd
nvidia-drm/timeline-1ce
nvidia-drm/timeline-1cf
gvfsd-http
kworker/6:1-events
kworker/7:0-mm_percpu_wq
gjs
kworker/1:2-events
bwrap
bwrap
glycin-image-rs
kworker/2:0-events
code
code
code
chrome_crashpad_handler
code
code
code
nvidia-drm/timeline-2ce
code
code
code
code
pet
bash
code
kworker/5:2-mm_percpu_wq
code
chrome
kworker/11:1-events
kworker/2:1-cgroup_free
kworker/7:1
kworker/u48:3-flush-8:16
kworker/8:1
bash
kworker/u48:0-flush-8:16
kworker/6:0
kworker/3:1-cgroup_free
kworker/10:0-events
kworker/8:2-mm_percpu_wq
sleep
kworker/0:0-events
kworker/1:1-events
code
kworker/4:1-events
kworker/u49:2-hci0
kworker/5:1
kworker/9:0-events
kworker/u48:2-ext4-rsv-conversion
kworker/4:0-mm_percpu_wq
kworker/10:1-mm_percpu_wq
kworker/9:2-events
kworker/11:0-mm_percpu_wq
kworker/u49:1-hci0
kworker/0:2
kworker/6:2-mm_percpu_wq
kworker/2:2
chrome
kworker/9:1-events
python
bash
kworker/5:0-events
python
python
kworker/u48:1-flush-8:16
